text,label
mekath maru,1
හරිම ආස චරිතයක් මයිලපිටිය face_with_tears_of_joy face_with_tears_of_joy මාර expressions හරිම තාත්විකයි,2
හැමදාම නිපුන් අය්යව video වලට ගන්නකෝ මන් ඔයගේ video බලන්න එයත් එක හේතුවක් එයා මරු red_heart smiling_face_with_hearteyes අනිත් අයත් මරු video එක සුපිරි,2
කාලෙකින් නංගි ඇවිත් red_heart,2
koto vidiyo ko red_heart red_heart red_heart red_heart,1
සබ්ස්ක්රයිබ් කරන්න්කො,1
සිංහළ භාෂාව කතා කරන අය දන්නව වරෙන් කියන එකේ අර්ථදෙක තමන්ට හිතවත්ම අයට ආදරේට වරෙන් වරෙන් කියනව පොලිස්කාරය වරෙන් කිව්වොත් ඒ පොලිස්කාරයගෙ යුනිෆෝම් උණ පංතියෙ ගුරුවරය වෙනයි හිතවත්කම තමන් හදා වඩා සමාජයට හොඳ පුරවැසියන් කරන්නට උත්සාහකරන අය ටිකක් අමාරුයි මේක වටහාගන්න,2
meeta wada hoda thathwayen upload karanna barida p balanna ba,0
matath awa ohoma request thama and half year wage work kareth industry den associate position,1
thank you smiling_face_with_smiling_eyes,2
මේ වගේ බොරුකාරයෝ විශ්වාස කරන්න එපා,0
the sequence in which you described the topics was seamless and very good red_heart,2
ඇඩ් එක එන්න විදිහ හිතා ගන්න බැ red_heart face_with_tears_of_joy,2
මගේ සෝට කෝ බාන්ග් grinning_face_with_sweat as usual best vlog bro red_heart,2
wow new hit red_heart party_popper,2
this video solves the problem outlining the necessary components in a wellworking system this helps you understand the entire machine not just a component and its settings this video is worth at least views i watch this before every test prep session to get my mind in the right place,2
siril aiya red_heart,2
thats soo true crying_face,0
search for prasad srimal,1
මේකෙ සර් video series එකක්ම ඕනි thank you very much,1
face_with_tears_of_joy ammoh kota,2
තාත්තගේ පුතා විදිහට පාලිත හිටිය නම් සුපිරි hundred_points,2
ගොඩක් විඩියෝ බැලුවා ඔයාලාගේ මම මෙච්චර සංවේදි වුන එකම කතාව crying_face crying_face crying_face crying_face අම්මා කවදාවත් අම්මයි මිහිපිට විශ්වාස කරන්න පුලුවම් එකම කන්තාව red_heart red_heart red_heart,2
video එක ගෙනාවට බොහෝම පින් ඉතා හොඳ සරල පැහැදිලි කිරීමක්,2
mamath red_heart red_heart red_heart red_heart,2
oya kiyana dewal walin minissunwa mula karanawa,0
fire fire,2
podiyata hari समजයට deyak karanna oya darana uthsahayata sthuthi,2
happy holi,2
aththamai face_with_tears_of_joy,2
respect sir red_heart folded_hands,2
ලැජ්ජාවට ඔය ලමයා මුකුත් කරගන්න එපා කරන්න තියන එකම දේ මුතුගල සර්ටත් වඩා හොදට රටේ ඉන්න බලන්න ඔක බොහොම පොඩි දෙයක් දරැවෝ ඔක ටික කලකින් අනිත් ලමයින්ට අමතක වෙනවා,2
i have been saying this for a while now videos like yours help prove that point with even more certainty beautifully explained wonderfully done thanks,2
මුල් ගායකයා නනෙමෙයි අපතයෝ කියන්නේ,0
kalu wela,1
budu saranai,2
ගමන පොඩ්ඩක් වෙනස් කරපල්ල බං ගමනක් යන්ඩනම්,0
hetama anith ekath denno smiling_face_with_hearts red_heart,1
charithayata galapena moona thiwankata thiyenne mey naluwa kohen hoyagattada muspenthu moona face_with_open_mouth,0
ලැජ්ජාවට ඔය ලමයා මුකුත් කරගන්න එපා කරන්න තියන එකම දේ මුතුගල සර්ටත් වඩා හොදට රටේ ඉන්න බලන්න ඔක බොහොම පොඩි දෙයක් දරැවෝ ඔක ටික කලකින් අනිත් ලමයින්ට අමතක වෙනවාi really like your understanding and mentions deferent said of child mental situation,2
hey whazzupdry zone elephant sneezing_face red_heart,1
im going to pass this along to our product teamyour clear explanation makes it easy for anyone to understand why we do things the way we do thank you,2
හැමදාමත් වගේම සුපිරියක් red_heart red_heart,2
මේ actor ඉන්න films වල මුලදි නඩුව භාර පොලිස්කාරයා වෙලා අන්තිමට මිනීමරුවා වෙනවනේ බන් face_with_tears_of_joy red_heart,2
පොඩි එකා තමයි අපේ චරිතේ එයා නිසා තමයි අපි ආසාවෙන් බලන්නේ red_heart red_heart red_heart,2
nice red_heart red_heart red_heart red_heart red_heart red_heart,2
ambo nethi ekamai hoda face_with_tears_of_joy face_with_tears_of_joy face_with_hand_over_mouth,0
red_heart red_heart well done blok and dino red_heart red_heart,2
thank u red_heart red_heart smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes,2
tharuk smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes red_heart red_heart smiling_face_with_open_hands,2
after he published the maternity photos,1
මාත් වෙනි මාසේ දවසක අනුරාධපුර ගිහිල්ලා එද්දි වැවක නාද්දි ඔය සිද්දිය ඔහොම්ම උනා red_heart සුපිරියක් විනී production,2
heres the timestamps you were looking for,1
හැමෝම එකට එකතුවෙලා හදන කෑම හරිම ශෝක් slightly_smiling_face,2
මගේ ජීවිතයේ ලබපු ලොකුම ජයග්රහණයක් ඔබතුමාගේ දැනුම ලබා ගැනීමට හැකි වීම ස්තුතියි ඔබතුමාට red_heart,2
දරුවන්ව යහ මගට ගන්නවාට ගොඩාක් පින් ඔබ තුමාට,2
මේ මාමා නොදන්නා කෑමක් නෑ ගමේම අයට නොමිලේ කරන්න දෙන්න හොද හිතක් තියෙන්න ඕනේ වෙනදා දුව ලස්සනට විස්තර කරල දෙනවා,2
හොදටම පාස් වෙනවා අර බැනුම් අහපු දරුවා මුතු සර්ට පින් සිද්ධ වෙන්න red_heart,2
මේක බලලා ඉවරවෙනකොට මගේ ඉවසීම නැතිවෙනවා,0
amazing summary small note latency is only the time your request needd to reach the server response time is the total for the response to get back to you,1
rolling_on_the_floor_laughing water_pistol,2
ඔව් බංඇබ්බැහි කරල බලන් ඉන්න තියන්න එපා හලොව්වේදනාවක්නෙ,0
lassanai aaaaa party_popper party_popper,2
කඩෙන් කාපන් පිනට කන්න ඇවිල්ලා ඒ මනුස්සයට කෙලින්නැතුව,0
බොහොම ස්තුතියි red_heart red_heart red_heart red_heart red_heart red_heart,2
අද මං ඉස්සල්ලාම ආවො,1
mama ru cinema eke videos balanna kamathi wena mukuth nisa newei anith kisima channel ekaka pennanne nathi film eka onema kotas ruu eke pennanawa ethkota ithin complete film eka baluwa wage thamai hodama reviwe channel eka thamai ru cinema red_heart dizzy adarei ruu cinema apita mechchra lassanata review genawata sparkling_heart,2
කට පුක වෙලා face_with_tears_of_joy chiken නැතුව,0
මාත් දවසක් කිව්වා ඕක වැඩක් උනේ නෑ හැබැයි wilted_flower crying_face,0
given up,1
thank u red_heart red_heart smiling_face_with_smiling_eyes,2
සුපිරි red_heart,2
අඩො අඩො face_with_tears_of_joy face_with_tears_of_joy,2
ane math ehemai dennama ekai red_heart,2
red_heart red_heart red_heart අදරෙයි smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes,2
chicken දාල නැති cheese කොත්තුව වගේ grinning_face_with_sweat,0
මමත් ත් බලලා ත් බලනවා red_heart smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes red_heart red_heart red_heart,2
වශී උනේ මම රුවට ඔබේ ඒ බැන්ද සෙනේ සංසාරේ ප්රියේ එකම දෙයයි ඉල්ලන්නේ ප්රියේ පිලිගන්න එපා අන්ළදක සෙනේ red_heart smiling_face_with_hearteyes,2
oya ube hati face_with_tears_of_joy,0
සිරාවටම ඈ,2
thanks,2
bozzzzz fire oncoming_fist,2
oya harima dakshai party_popper party_popper party_popper party_popper party_popper thawa thawath issarahata yanan labeewa party_popper party_popper,2
owage un gedara arinnaa tawat minissu amaruwe nodaa,0
තිසර ගැන තිබ්බ ප්රතිරූපෙ නැත්තටම නැති උනා,0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,2
suddimatamaonivenasayaharina,0
මේ වගේ දේවල් වලින් සමාජෙට කිසිම හොඳ ආදර්ශයක් නෑ,0
මේකේ තියෙන සමහර දේවල් හරිම අගෞරවනීයයි,0
me video eka balala ignore karanna melo deyak nathi wedak,0
thanks yaluwa,2
මාරම ලස්සනයිසුපිරි red_heart red_heart,2
විනීසානක බ්රෝජනයි ප්රියයි සිරිල් අයියා ඔක්කොම එක ළග vedios දාලනෙ face_with_tears_of_joy face_with_tears_of_joy red_heart,2
party_popper,2
hi chmidu smiling_face_with_smiling_eyes red_heart,2
respect bro red_heart,2
මචං red_heart red_heart,2
can you mention your linkedin profile,1
super,2
අර කෙල්ල පව් අනේ මූ නම් සතෙක්,0
mu lifeguard kenek nemei aia life insurance ekek,0
ලස්සන සිංදු ටිකක් red_heart cherry_blossom,2
එක අතකින් මහා පිනත් ඉතින් මෙහෙම කෑම වේලක් තමන්ගේම අත්දෙකින් හදලා දෙන්න ලැබීමත් හැමෝම ආසාවෙන් කද්දී ඊටවඩා සතුටුයි නේද දිගටම මෙහෙම දේවල් කරලා වීඩියෝ දාන්න අපිටත් පීඩනයෙන් ඉන්න වෙලාවක මේ වගේ දේවල් දකින්න ලැබෙනවා කියන්නේත් ලොකුම ලොකු දෙයක් ඉතින් red_heart red_heart red_heart red_heart,2
එලම red_heart,2
ගොඩක් ලස්සනයි bouquet,2
අදත් ලස්සනයි හොඩේ red_heart red_heart red_heart smiling_face_with_smiling_eyes,2
තාමාගේ තාත්තාට උන අසාධාරණය ගැනවත් කතා කරන්න බැරි රටක් angry_face,0
i am looking for a complete system design course,1
dn video eththema naa face_with_tears_of_joy,0
mth face_with_thermometer pleading_face red_heart,2
meka viral weida crying_face crying_face crying_face crying_face crying_face crying_face red_heart,1
මම මේවගෙ හිතන එකම දේ තමයි කොහොමද මිනිස්සු විශ්වාස කරන්නෙ කියලා crying_face crying_face,0
superb red_heart,2
බිස්නස් එකක් නැතුව හරිම විදියට කොටස් වෙලදපොල ගැන ඉගෙන ගන්න හිටියෙ සර් ම දාපු එක ගැන ගොඩක් සතුටුයි face_blowing_a_kiss,2
your style of teaching is smooth you connect the concepts very smoothly thanks for the explanation,2
me tooooo,2
oya nm supiri kollek hode red_heart chanel km m ghmu red_heart red_heart red_heart,2
monawada machan me mati guli wagene,0
sirwt red_heart,2
red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart,2
red_heart red_heart party_popper,2
ekasiya ekata cross_mark seeyata eka check_mark_button,1
අර නිෂි බඩුව බැන්දට පස්සේ ආපු උන් සෙට් එක කෝ face_with_tears_of_joy,0
this never gets old face_with_tears_of_joy,2
සුපිරි party_popper smiling_face_with_smiling_eyes,2
gehans new look fire red_heart,2
ගොව්රරි දැක්කම බය හිතෙන අය කෝ face_with_open_mouth,1
man crying_face crying_face crying_face crying_face crying_face crying_face red_heart smiling_face_with_smiling_eyes,0
එක මරු beaming_face_with_smiling_eyes grinning_face_with_sweat,2
මම ඔයාගේ ගොඩක් ෆිල්ම්ස් බලනව හරිම ලස්සනයි,2
මමනම් කැමතිම කුනුහරප කෑලි නැති එකට family එකත් එක්ක උනත් බැලුවැහැකි love you vini group smiling_face_with_smiling_eyes,2
දෙවැනි කොටස දානකම් පලවෙනි කොටස් ටික බලන්නේ නැති මම crying_face කුතුහලයෙන් ඉන්න බැරි නිසා බලන්නේ නැත්තේ upsidedown_face,1
campus eka contact karaganna,1
kohenda දෙයියනේ me film hoya ganne red_heart supiri party_popper,2
sir next video eken cryptocurrency gana katha karamu godak watinawa,1
යකෝ දවසට අවම යනවනම් අඩුම ගානේ මාස ඉන්නවා කියමුකෝ campus එකේ එතකොට rs කැමට විතරක් යනවා සම්පුර්ණයෙන්ම mbbs කරන්නේ නැත්තම් externel degree එකක් කරනවා ලාබයි,0
face_with_tears_of_joy face_with_tears_of_joy red_heart,2
never seen a video like this,2
oya wage minissu nisa thama lankawa thawama thiyenne,2
සුපිරි හොදේ තව සුපිරියක් ඕන හොදේ,2
st view favourite incide cinemax red_heart,2
ඔව් ඔව් කෝටා කරනවා අපි බලනවා face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,2
puluwan hamadama dama danna try karannm red_heart red_heart thumbs_up,2
මීට අවුරුදු දහයකට විස්සකට කලින් ඔබ වැනි පස්දෙනෙක් අපේ සමාජයේ පිළිබිඹු වුණා නම් අද රට යම් වෙනසක් වෙලා තියෙන්නත් තිබුණා,2
if you are a beginner is imposible to get the knowledge the guy teaches at speed,0
මාත් party_popper crying_face red_heart,2
you can do it just starting today mins at a time you can finish by year end,2
first time i changed my playback speed to and didnt regret it great content clapping_hands clapping_hands,2
oyalage content walin minissunge hitha ridawanna epa,0
red_heart red_heart red_heart red_heart red_heart red_heart,2
lankawe minissu kiyanne kuhaka jathiyak ekai rata diunu wenne naththe,0
red_heart red_heart red_heart red_heart red_heart ruu,2
ශෙරමි ඔයාට හොද කෙනෙක් ලැබිලා හොද අනාගතයක් ලැබෙන්න ඕන අරැ ට වෙන්න ඕන දෙ සොබාදහම බලාගනී,0
සුපිරිම කතාව හැම චරිතයක්ම සුපිරි තමන්ගෙ කොටස සුපිරියට කරනව දිගටම කරගෙන යන්න ජය පිරිමි ළමයි red_heart red_heart,2
me video eka balala like karanna tharam mona deyakda thiyenne,0
එදා සමහරවිට ඔයාගේ අම්මා ඔයාට ඒ ලියුම් ටික නොදුන්නනම් අද ඔයාට වේදනාකාරී සමු ගැනීමක් නෑ crying_face සමහර වෙලාවල් වලට නෙමේ හැමදාම අපේ අම්මලා තාත්තලා කියන දේවල් හරි red_heart,0
okun ona guu godak lewakanawa salli dunnoth oya patthata dagena inne ona baluwedak wahanna puluwan ona jadawedak karana set ekak kisima manussayek wathura tikakwath okunta denna epa danwathnatthan mun hadenna kawadawath uniform eka pavichchi karanne jada weda walata,0
video eka patan gannakota thiyena music eke nama mokakda,1
content amathaka wela wage ekama de ayeth ayeth kiyanawa,0
super thumbs_up red_heart,2
මූට මේකි එක්ක නොහිටියානම් තව දුර යන්න තිබ්බා face_with_tears_of_joy ඔය ගැනි තමා තිසරව කෑවෙමුකුත් නැති කාලෙ හිටියා කියලා දුක් විද විද ඉවස ඉවස ඉන්න ඕනෙද බන් face_with_tears_of_joy කොච්චර ගැනු ඉන්නවද තමන්ගෙ ඉගෙනගන්න උදව් කරපු කොල්ලව අතාරින face_with_tears_of_joy,0
real,2
ඔයාලට දැන් අලුතෙන් හිතන්න බෑ වගේ,0
අහම්බෙන් දැක්කෙ මේක red_heart වැඩ කරන්න ගමන් අහන්නෙ smiling_face_with_smiling_eyes red_heart,2
super face_with_tears_of_joy,2
මේක හොර කොපියක් නේද සද්දෙයි රූපෙයි දෙකක් බලන්න බෑ,0
oya wage minissu nisa thamai lankawe culture eka winasa wenne,0
හැමදාමත් කියනවා වගේ හිතාගන්නවත් බැරි script හදන සුපිරි පිස්සො දෙන්නෙක් face_with_tears_of_joy red_heart දැන් anchor milkshake එකකුත් බීලා බලන්න ඕනෙ full_moon_face full_moon_face,2
me too red_heart red_heart red_heart red_heart,2
ඒ ලමයට ඒ කරපු දේම ඇති motivate වෙන්න red_heart උබ මේ comment එක බලනවනන් අනිවා ගේමක් ගහපන් කොල්ලෝ red_heart smiling_face_with_smiling_eyes,2
මේක බලලා ඉවරවෙනකොට කිසිම බලාපොරොත්තුවක් නැතිවෙනවා,0
අනුන්ගේ දේවල් හොරකම් කරලා content හදන එක නවත්තන්න,0
අපෝ පව් මේ වගෙ අපතයෙක් ඒ වගෙ අහිංසක ලමයෙක්ට රැවටුනොත් වැඩක් නෑ,0
blur කරලා නැ face_with_tears_of_joy,1
දරුවන්ගෙන් ගන්න මුදලට ණය නැති ගුරුවරයෙක්කන හරහා මොලේටම උගත්කම දෙනවා red_heart red_heart,2
mama thami palaweniyata beluwe red_heart red_heart,2
මු සේරම ගිල ගිල වැරදි කියනවා face_with_tears_of_joy,1
ඉදිරියේදි දෙන්නම් red_heart,2
thanks for the excellent video very well explained the topics in a simple and easy to understand way,2
background music lassanai red_heart,2
ඔව් මටත් ඕකම හිතුනා smiling_face_with_tear thumbs_up,2
red_heart red_heart thanks oyala hamotama godak mahansi wenawa gamee ayat ekka red_heart red_heart red_heart godak adui mehama aya dakinna thawa thawath sakthiya dairiya labenna onee red_heart red_heart red_heart red_heart,2
nilpanagoda milan roo eke rice eka try karala balanna asa hithey smiling_face_with_smiling_eyes,1
hope you win the lottery,2
මේ කෑම එකේ තෙල් විතරයි තියෙන්නේ ಆರಗಯයට හොඳ නෑ,0
පිට කොන්දක් තියන කාන්තාවක් අසාධාරණය වෙනුවෙන් හඩ නගන්නඔබට ජය,2
me thaththa nam deiyek daruwonta me tharam salakana minissu adui,2
script eka aye kiyawanna one na monkey_face,1
crying_face red_heart red_heart,2
ben diyan,0
මගෙ කෙල්ල මාව දාල ගිය එක හරි face_with_tears_of_joy,2
අරැගෙ ෂෝට දීපන් face_with_tears_of_joy pinched_fingers,0
sponsor ta kade yana eka witharai dan karanne pathetic,0
iya moneymouth_face moneymouth_face moneymouth_face moneymouth_face moneymouth_face angry_face,0
ane seven tamil movie eka dennako crying_face kohewath nh hoyagnna,1
oya kiyana widiyata salli hoyanna puluwan nam oya ai youtube karanne,0
folded_hands,2
me channel eka anawashya dewal promote karanawa lamainta hoda na,0
smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_open_hands smiling_face_with_open_hands red_heart red_heart,2
මේ කෑම හොදම රහට හදනව වගේම ගමේ අහල පහල මිනිස්සු එකතු කරගෙන කෑම ලබා දීම කොච්චර වටිනවද ජයෙන් ජයම වේවා,2
ඔයාලා දැන් මිනිස්සුන්ව නොමග යවනවා,0
comment section eke inne toàn modayo un kiyana dewal ganan ganna epa,0
සින්ටෝ ටෙලි නාට්යයේ මල් කිණිති ගීතය wilted_flower සියුමිණි ඔපයන්ගිගේ මියුරු හඬින් musical_note backhand_index_pointing_right,1
holman film dannako crying_face,1
මේ කුහක ගෑනි මාලිගගෙ වයිෆ්ට පවා වෙනස්කම් කරා face_with_tears_of_joy පුදුම ලොකුකමක් තිබ්බේ හොද වැඩේ face_with_tears_of_joy face_with_tears_of_joy,0
saw this and set mine to couldnt keep up with how fast he was speaking,0
one of the best videos ive seen explaining these topics altogether,2
supiriy red_heart smiling_face_with_smiling_eyes,2
grinning_face_with_sweat smiling_face_with_sunglasses smiling_face_with_sunglasses grinning_face_with_sweat grinning_face_with_sweat smiling_face_with_sunglasses grinning_face_with_sweat maru smiling_face_with_sunglasses grinning_face_with_sweat smiling_face_with_sunglasses grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat,2
keriyo video dapn,1
ඉන්දියන් ඉවරයක් නැති කතා දාන වෙලේ මේ වගේ කොරියන් ලස්සන drama දාන්න බැරිද කොරියන් කතා මාරම ලස්සනයි red_heart අනිවාර්යෙන් කොරියන් කතා මාලාවක් ඕනේ අපිට මේ වගේ අපි බලන් ඉන්නවා starstruck,0
සියලු පිළිකා රෝගීන් සුවපත් වේවා,2
ben diyawu party_popper,0
kiweni parad mnda math balanawa grinning_face_with_sweat red_heart,2
හිට්රල්ගේ පාලනයට යන ගමනක්,0
fatta,2
වෙනම level එකක් වෙනම වෙනසක් වෙනම ගැම්මක් වෙනම brand එකක් heart_on_fire heart_on_fire,2
meke price eka kiyada location eka koheda danne na neda,1
dekma dankn hitiye blnna mn face_with_hand_over_mouth,2
audio quality madi subtitles sync na balanna ba meka,0
සිරා කතාව,2
මේ වගේ දේවල් වලින් මිනිස්සුන්ව තවත් අමාරුවේ දාන්න එපා,0
අපි ඉපදුන රටේ අපි වහල්ලු වාගේ ජීවත් වෙන්න වෙලා තියෙන්නේ පොලීසිය ටදේශපාලනය ට භයේ රටට ගිය කලක්,0
සුපිරියක් තමා හැමදාම වගේ party_popper party_popper party_popper party_popper,2
hoda creative and innovative eka project ekak thibbath athi godak aya karana widiye normal websites ma karan nathuwa aluth deyak karanna balanna,1
කොටස් දෙකම දැම්මම බලනවාඅනිවාරෙන් ඕන,1
is this recent meka aluth video ekakda,1
මේකේ තියෙන සමහර දේවල් හරිම අතාත්විකයි,0
බජ්රාඕ මස්තානි දෙන්නකෝ,1
excellent explanation smiling_face_with_smiling_eyes,2
අදත් සුපිරියක් සිරිල් අයියා face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy න් පස්සෙ උන් ඔහොම්ම තමා,2
video eka daws dekak yanna kalin sponsored by kaali k withara dala ad stream ekakda meka,0
kasun should be sued,0
just now growing_heart,2
මේක බලලා ඉවරවෙනකොට මට වමනේ එනවා වගේ,0
never gets old cat_with_tears_of_joy red_heart red_heart,2
aluth tamil hari hindi hari sombi film nattam action walata eha gya supiri hakiyawak ismathu wena film exsample krish wage wenas widiyesombi film ehmath hodaiimka mage adahasa,1
content eka witharak newei thumbnail ekath art ekak,2
at our university there are one guy who have been taking care of junior sisters who have been coming to the university for yearsi remembered him face_with_tears_of_joy face_with_tears_of_joy,2
wowww so nice way in teaching and explaining a tough subject after watching your video i am getting confident thanks so much god bless you,2
අහම්බෙන් දැකල video එක බලන්න හිතුන මරු අයේ ම කැම්පස් කාලෙ මතක් උනා good luck,2
maru habya,2
adow,1
episode kiykd okkoma ලස්සනයි da me kthawa,1
this was sublime your explanation and breakdown into bitesized chunks make these concepts easypeasy love how you make learning so effortless and enjoyablekeep the awesome content coming,2
hama nattiyema ennawa me wage rassawak natuwa game ganu minissunta wada de de rastiyaduwe yana ekek attamai appiriyai me wage un woman_facepalming woman_facepalming,0
editing nam supiri patta transitions tika,2
yummy,2
apart from the last one i know all these concepts thank you for simplifying them,2
අනෙකයි බන්බැන්දත් බයයි face_with_tears_of_joy,0
මේ වගේ වැදගැම්මක් නැති දේවල් වලට මොකටද data වියදම් කරන්නේ,0
first comment bro beaming_face_with_smiling_eyes,2
එක පාරකට වඩා බලපු උන් මේ පැත්තට backhand_index_pointing_left backhand_index_pointing_left backhand_index_pointing_left,2
i could say the same i was not prepared for what i just finished watching and was not bored one second,2
ඔව් අනිවාර්යයෙන් ම,2
negombo beach road ek jonny food ekn try krnn,1
මේකේ තියෙන සමහර දේවල් හරිම අසම්පූර්ණයි,0
channel eka dan garbage bin ekak wage,0
බුදු අම්බෝ යකෝ පිං කෙත හෙල රන් දෙරනේ අලි උපදින්නට හේතු වාසනා වේවාලු මොකටද යකෝ අලි face_with_tears_of_joy face_with_tears_of_joy,2
ඌට උබේ ලැට් එකට එන්න කියපන් ගොයියෝ,0
the best minutes of my life learning this thank you keeping it to the point,2
ඇත්ත smiling_face_with_smiling_eyes,2
godak wenaskam thiyanawa specialty tax leaves notice period wage ewa,1
really worth content starstruck,2
ඔබ තුමා නම් දැනුම් සාගරයක්තොරතුරු හොයාගෙන අධ්යානය කරලා ලෝබ නැතිව සමාජය දැනුවත් කිරීම පොඩි පිනක් නොවෙයි ජයම වේවා red_heart තෙරුවන් සරණයි,2
loop eke mix chopsy rice ekkath kannako,1
the kota cross_mark_button track king check_mark_button,2
අන්ට ලග උන්නනම් අද වෙද්දිත් හද අල්ලල බ්න් face_with_tears_of_joy red_heart red_heart,2
yes very true,1
frist koment mgen ayye red_heart,2
බැරි නැ සුද්දා උබට පුලුවන් white_heart,2
අනිවා,2
daham maru ane red_heart adarei,2
ooo red_heart smiling_face_with_smiling_eyes,2
pori kaztol slightly_smiling_face growing_heart,2
දැක්ක ගමන් ආවා රොෂාන් අයියා smiling_face_with_hearts thank you,2
adw uba apita thama maharagamadi set une face_with_tears_of_joy broken_heart adarei red_heart,2
අනිවාර්යෙන් සහෝ,1
ft red_heart red_heart,2
මේකේ තියෙන සමහර දේවල් හරිම අස්වාභාවිකයි,0
in mins it feels like i learned the whole basics which cloud have taken hours thanks and keep making videos like this,2
great video have an oracle senior mts interview tomorrow seattle washington and im revising the system design im from cornell university,2
මරු හැබැයි grinning_face_with_sweat,2
ජීවිතේ ලස්සනම කාලේ මේ වගේ වීඩියෝ ටිකක් තියෙන එක මල්ලිට කැම්පස් අවුට් උනාම ගොඩක් වටීවී තාමත් ආදරෙයි ඒ ලස්සන කාලෙට මමත් ලස්සන වැඩක් මල්ලියො අහම්බෙන් දැකලා බැලුවේ red_heart,2
අපිට අනිවාර්යයෙන්ම බ්රෝකර් කෙනෙක් ඉන්න ඕනමද ආයෝජනය කරන්න,1
my channel ekath subscribe karala help ekak denna yaluwane,1
thanks sadu party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper,2
red_heart red_heart maru red_heart red_heart red_heart d,2
ඊයා අර සමිතද මොකාද එකා youtube එකෙන් ෆෝම් වෙනව,0
really helpful video you made a narrative that allowed the concepts to link together so smoothly bravo,2
බෙදා හදන් කෑම බදාගෙන කෑමට වඩා අනර්ඝ දෙයක් red_heart,2
tired_face relieved_face unamused_face,0
subtitles amathaka karala english walin witharak katha kalama api kohomada therum ganne,0
channel eka sellout wela iwarai dan balala wedak na,0
හැමදාම මේ වගේ ෆිල්ම් දාන්න මන් නම් ආස මේ වගේ ඒවා බලන්න sparkling_heart,2
ඉගෙන ගන්න ආසයි සර් මුල සිට පිළිවෙළින් කියලා දෙන්න,1
balana api ko anith set eka raising_hands,1
red_heart,2
එක පාර තුනක් ගෙනාපු එකට නම් ආදරෙයි ruu cinema smiling_face heart_on_fire,2
face_with_tears_of_joy red_heart,2
english movies,1
මන් බැලුව මොකද මේ මෙච්චර notification එන්නෙ කියල likes grinning_face_with_sweat red_heart,2
පට්ට විඩියෝ එක,2
ow patta lassanai dan mmmmmm,2
thawa dawas dekak yanakita muwa me thiwankaya kiyana chiththe kathawen ayin kale nethnam kathawa balana eka nawaththanawa,0
very creative face_with_tears_of_joy red_heart red_heart,2
ඊළඟ කොටස ඉක්මනට crying_face crying_face,0
ගිය මාසේ තමයි ස්ටොක් මාකට් එකේ ආයෝජනය පටන් ගත්තෙ ස්තූතියි සර් මේ දනුවත් කිරීම් වලට red_heart,2
ඔබ තුමාට දීර්ගායුෂ ලැබේවා ගුරු තුමනි revolving_hearts folded_hands,2
network marketing neda me amathaka karala wath yanna epa,0
face_with_hand_over_mouth face_with_hand_over_mouth smiling_face_with_open_hands,2
ලස්සනයි red_heart red_heart red_heart red_heart,2
මේකේ තියෙන සමහර දේවල් හරිම අයුක්තිසහගතයි,0
ponna thiwankaya dilhara newei to tmijara eka ponna tiwankaya,0
home cinema kiyl channel ekk ati eke okkoma tynw season ekth tyei,1
yoow piztoleeepersonturqouisewaving,2
සබ්ස්ක්රයිබ් කරමුකෝ,1
මාතෘකාවක්,1
paw me girl pleading_face red_heart oyage hithata senasima ikmanin lebewa,2
ane manda meyalage parana video wala thibba quality eka dan adui wage,0
ඔයාටත් ජයවෙවා black_heart චැනල් එකත් සබ් කරන් යන්කො සුද්දා kissing_face,2
සුපිරි පනිවිඩයක් respect siril red_heart red_heart red_heart red_heart folded_hands folded_hands folded_hands folded_hands,2
සල්ලි වලට ඕනම දෙයක් කරන කාලකන්නි,0
addeh වමෙන් නේද කන්නෙ,1
kohomada bro,1
ben ona slightly_smiling_face,0
මේකේ තියෙන සමහර දේවල් හරිම අශිෂ්ටයි,0
police minissu ne satthu vitharai inne,0
you deserve a delivery award for this video truly the best explanation ive seen thank you for sharing your talents,2
open_hands open_hands open_hands,1
superb bro red_heart red_heart red_heart,2
me film eka hall eke baluwa supiri thanks upload kalata,2
ගොඩක් ලස්සන ආසා වෙන් බලපු කතාවක් ආයෙමත් යනවා නම් අනේ ශෝයී කොච්චර බැලුවත් එපා වෙන්නෙ නැති කතාවක් smiling_face_with_hearteyes ok_hand heart_suit face_blowing_a_kiss,2
red_heart ආදරෙයි,2
supiriyak smiling_face_with_hearteyes,2
